,author,content,description,publishedAt,source_id,source_name,title,url,urlToImage,medium,polarity,length,article_similarity,source_similarity,cosine_similarity,subject_matter,cluster
75,Mairead McArdle,"Sen. Cory Booker objects to the start of Supreme Court nominee Judge Brett Kavanaugh’s Senate Judiciary Committee confirmation hearing, September 4, 2018. (Jim Bourg/Reuters) Senator Cory Booker launched a passionate plea Tuesday to delay Brett Kavanaugh’s co… [+1971 chars]",Booker launched a passionate plea Tuesday to delay Brett Kavanaugh's confirmation hearing.,2018-09-04T16:58:49Z,national-review,National Review,Cory Booker Sends Out Fundraising Email After Protesting Kavanaugh Hearing,https://www.nationalreview.com/news/cory-booker-sends-fundraising-email-after-protesting-kavanaugh-hearing/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/cory-booker-kavanaugh-hearings.jpg?fit=1200%2C700&ssl=1,text,0.47175455259072197,2,0.8300161178055724,0.11059709489395253,0.08006283445800899,4,2
76,NR Staff,"Sen. Ted Cruz (R, Texas) speaks during a Senate Judiciary Committee confirmation hearing for Supreme Court nominee Brett Kavanaugh on Capitol Hill in Washington, D.C., September 4, 2018. (Chris Wattie/Reuters) Several Republican senators offered admirable ope… [+42816 chars]",Republican senators give instructive opening statements in the first day of Brett Kavanaugh’s confirmation hearing.,2018-09-05T19:05:23Z,national-review,National Review,Republican Senators Give Admirable Opening Statements during Kavanaugh Hearing,https://www.nationalreview.com/corner/republican-senators-give-admirable-opening-statements-during-kavanaugh-hearing/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/RTS201EP.jpg?fit=1200%2C700&ssl=1,text,0.36361701209326314,5,0.45574010438419965,0.9231097050623762,0.1271963503156771,5,1
77,The Associated Press,"A second allegation of sexual misconduct has emerged against Judge Brett Kavanaugh, a development that has further imperilled his nomination to the Supreme Court, forced the White House and Senate Republicans onto the defensive and fuelled calls from Democrat… [+5754 chars]","A second allegation of sexual misconduct has emerged against Judge Brett Kavanaugh, a development that has further imperilled his nomination to the Supreme Court, forced the White House and Senate Republicans onto the defensive and fuelled calls from Democrat…",2018-09-24T07:17:34Z,cbc-news,CBC News,New sexual misconduct accusation roils U.S. Supreme Court nomination,https://www.cbc.ca/news/world/brett-kavanaugh-supreme-court-sexual-misconduct-allegation-1.4835682,https://i.cbc.ca/1.4835600.1537750966!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/aptopix-senate-supreme-court.jpg,text,0.3581042159207999,6,0.5250138683253596,0.4174459025567635,0.8026622683208248,8,1
78,NBCNews.com,,"Confirmation hearings began Tuesday for Brett Kavanaugh, President Donald Trump’s pick to replace retired Supreme Court Justice Anthony Kennedy, who was long considered to be the Court’s pivotal swing vote. SCOTUSblog publisher Tom Goldstein weighs in on what…",2018-09-04T22:02:49Z,nbc-news,NBC News,Brett Kavanaugh proves the Supreme Court swing vote is dead,https://www.nbcnews.com/think/video/brett-kavanaugh-proves-the-supreme-court-swing-vote-is-dead-1312806979861,https://media2.s-nbcnews.com/j/MSNBC/Components/Video/201809/d_think_oped_scotusappts_180901.1200;630;7;70;5.jpg,text,0.17921763923611334,8,0.9532618867526964,0.21964978637833255,0.44792070938036566,8,2
79,Jonah Goldberg,"Supreme Court nominee Judge Brett Kavanaugh testifies during his Senate Judiciary Committee confirmation hearing, September 5, 2018. (Chris Wattie/Reuters) All the Sturm und Drang at the Brett Kavanaugh hearings was pointless: The documents Booker released al… [+4618 chars]",All the Sturm und Drang at the Brett Kavanaugh hearings was pointless: The documents Booker released already had been cleared for public viewing.,2018-09-07T10:30:35Z,national-review,National Review,Theater of the Absurd Has Taken Over the Senate,https://www.nationalreview.com/2018/09/kavanaugh-confirmation-hearings-cory-booker-document-release/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-confirmation-day-two.jpg?fit=1200%2C700&ssl=1,text,0.9345970956098583,19,0.5312325058282911,0.8882508717760532,0.23683084715413283,5,1
80,Ramesh Ponnuru,"Senator Ben Sasse (R, Neb.) questions Supreme Court nominee Brett Kavanaugh during the second day of his confirmation hearing before the Senate Judiciary Committee on Capitol Hill in Washington, D.C., September 5, 2018. (Joshua Roberts/Reuters) In his opening… [+3326 chars]","Senator Ben Sasse made some great points during the confirmation hearing of Judge Brett Kavanaugh, but the way they were presented creates some problems.",2018-09-07T19:35:16Z,national-review,National Review,"What Sasse Gets Right, and Wrong, About Our Constitutional Challenge",https://www.nationalreview.com/corner/ben-sasse-right-and-wrong-about-our-constitutional-challenge/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/RTS2070L.jpg?fit=1200%2C700&ssl=1,text,0.40953148391077787,4,0.8477383191378852,0.9487210719822609,0.534388222761541,7,1
81,Ed Whelan,"Instead of opposing the Kavanaugh nomination on grounds of judicial philosophy, some on the Left are resorting to smearing Judge Kavanaugh by contending that he lied to the Senate Judiciary Committee on various topics both at his hearings in 2004 and 2006 on … [+1460 chars]","As I will show, no intelligent and fairminded person would peddle these smears. On a full understanding of each matter, there is no basis whatsoever for calling into question the truthfulness of Kavanaugh’s testimony.",2018-09-10T14:29:39Z,national-review,National Review,Refuting Anti-Kavanaugh Smears—Introduction,https://www.nationalreview.com/bench-memos/629365/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/07/RTS1W1EL.jpg?resize=300%2C300&ssl=1,text,0.6326321651820517,16,0.211533303864068,0.2789595939190186,0.9275667778696651,4,1
82,Jim Geraghty,"Kavanaugh, President Trump’s Supreme Court nominee, speaks as he meets with Senator Cindy Hyde-Smith on Capitol Hill, July 25, 2018. (Lucas Jackson/Reuters) Making the click-through worthwhile: An effort to defend Brett Kavanaugh’s reputation goes terribly aw… [+9072 chars]","If we don’t like Ford making accusations with such a dearth of evidence, how fair is it for Ed Whelan to make this accusation with such circumstantial evidence?",2018-09-21T14:18:01Z,national-review,National Review,The Brett Kavanaugh Doppleganger Theory,https://www.nationalreview.com/the-morning-jolt/the-brett-kavanaugh-doppleganger-theory/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/kavanaugh-libs-agree-meet.jpg?fit=1200%2C700&ssl=1,text,0.43164798778731217,9,0.25299167229611774,0.7317026519090502,0.8411656714864644,8,1
83,David French,(NRO Illustration: Elijah Smith; Leah Millis/Reuters) The sordid spectacle that opened Brett Kavanaugh’s confirmation hearings put the lie to left-wing laments about the decline of civility in American politics. W e hear a lot about norms these days. We live … [+8180 chars],The sordid spectacle that opened Brett Kavanaugh’s confirmation hearings put the lie to left-wing laments about the decline of civility in American politics.,2018-09-05T17:34:59Z,national-review,National Review,"The Democrats’ No Good, Frivolous, Ridiculous Day",https://www.nationalreview.com/2018/09/brett-kavanaugh-confirmation-hearing-democrats-lack-civility/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/nr-illustration-kavanaugh-scotus.jpg?fit=1200%2C702&ssl=1,text,0.3551814908027868,10,0.1952209345521233,0.8941171057054885,0.049572693697083614,5,3
84,Reuters,"The woman who accused U.S. President Donald Trump's Supreme Court nominee, Brett Kavanaugh, of sexual assault wants her allegations to be investigated by the FBI before she appears before a Senate committee considering his nomination, one of her lawyers said … [+1058 chars]","The woman who accused U.S. President Donald Trump's Supreme Court nominee, Brett Kavanaugh, of sexual assault wants her allegations to be investigated by the FBI before she appears before a Senate committee considering Kavanaugh's nomination, one of her lawye…",2018-09-19T01:09:57Z,cbc-news,CBC News,Kavanaugh accuser wants FBI probe before she will testify,https://www.cbc.ca/news/world/ford-kavanaugh-fbi-probe-1.4829251,https://i.cbc.ca/1.4826332.1537213635!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-court-kavanaugh.jpg,text,0.7726550045926627,13,0.1103573610049664,0.3768093700255626,0.9424878632139453,6,3
85,Julie Allen,"""He was trying to attack me and remove my clothing."" S he said she had grappled with her sense of duty for weeks over whether to come forward and identify herself, aware she may face a ferocious backlash and that her claims were unlikely to derail his nominat… [+894 chars]","The woman who accused Donald Trump's Supreme Court pick of sexual assault on Sunday came forward to identify herself, saying she &quot;thought he might inadvertently kill me.",2018-09-16T19:23:39Z,the-telegraph,The Telegraph,Brett Kavanaugh accuser speaks out about sexual assault allegations,https://www.telegraph.co.uk/news/2018/09/16/brett-kavanaugh-accuser-speaks-sexual-assault-allegations/,https://www.telegraph.co.uk/content/dam/news/2018/09/16/TELEMMGLPICT000174513390-xlarge_trans_NvBQzQNjv4Bqek9vKm18v_rkIPH9w2GMNtm3NAjPW-2_OvjCiS6COCU.jpeg,text,0.5106379095866694,12,0.744153457729567,0.019747579525485226,0.6624370714641593,7,3
86,,,"ABC News The Note: Defense of Kavanaugh could backfire on GOP ABC News The TAKE with Rick Klein. Interested in The Note? Add The Note as an interest to stay up to date on the latest The Note news, video, and analysis from ABC News. The Note. Add Interest. Pre…",2018-09-24T09:44:26Z,abc-news,ABC News,The Note: Defense of Kavanaugh could backfire on GOP - ABC News,https://abcnews.go.com/Politics/note-defense-kavanaugh-backfire-gop/story?id%3D58032323,,text,0.42022584673059094,8,0.5098976157788978,0.5907176475424099,0.3664662429520944,3,3
87,Rich Lowry,"Supreme Court nominee Judge Brett Kavanaugh is sworn in at his Senate Judiciary Committee confirmation hearing, September 4, 2018. (Chris Wattie/Reuters) His exemplary reputation should outweigh a charge that is unproven and, as far we know, unprovable. I f F… [+3872 chars]","His exemplary reputation should outweigh a charge that is unproven and, as far we know, unprovable.",2018-09-18T10:30:42Z,national-review,National Review,Brett Kavanaugh’s Kafkaesque Nightmare,https://www.nationalreview.com/2018/09/brett-kavanaugh-sexual-assault-allegations-me-too-moment/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-hearing-swearing-in.jpg?fit=1200%2C700&ssl=1,text,0.8796165182006783,6,0.7774682116650329,0.33431728693693485,0.4704077687323497,8,2
88,Cristian Farias,"One aspect that’s oft forgotten about the rise of William Rehnquist, who endured two separate Supreme Court confirmation hearings, is that he broke the rules to reach the highest court in the land. As John Dean, Richard Nixon’s former White House counsel, and… [+6177 chars]",Whatever may be lurking in Kavanaugh’s past might be the Democrats’s last chance to stop his nomination.,2018-09-04T23:25:45Z,new-york-magazine,New York Magazine,The Still-Secret Brett Kavanaugh Documents Are a Scandal,http://nymag.com/daily/intelligencer/2018/09/brett-kavanaugh-doesnt-want-his-secret-documents-seen.html,https://pixel.nymag.com/imgs/daily/intelligencer/2018/09/04/04-brett-kavanaugh-secret.w1200.h630.jpg,text,0.35875427033759943,8,0.3138555520139119,0.7943238133478482,0.8743783616094407,4,3
89,Thomas Jipping,"Supreme Court nominee Judge Brett Kavanaugh at the White House, July 9, 2018. (Jim Bourg/Reuters) I didn’t see it coming. After three decades in the field of judicial appointments, I thought I had seen pretty much everything. I thought too soon. Last week, Pu… [+2600 chars]",Public Policy Polling conducted a survey of voters that an included an extremely misleading question regarding the Kavanaugh nomination.,2018-08-23T19:18:27Z,national-review,National Review,A Supreme Court Nominee Deserves Better,https://www.nationalreview.com/bench-memos/brett-kavanaugh-supreme-court-nominee-deserves-better/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2018/07/brett-kavanaugh-scotus-nominee-2.jpg?fit=1200%2C700&ssl=1,text,0.4237425905928365,6,0.09498383147957168,0.4391459370404265,0.7781824059838772,4,1
90,,,ABC News 2nd Kavanaugh accuser came forward only after Democrats learned of alleged incident: Ronan Farrow ABC News The second woman to accuse Supreme Court nominee Brett Kavanaugh of sexual misconduct came forward only after Senate Democrats independently le…,2018-09-24T12:26:00Z,abc-news,ABC News,2nd Kavanaugh accuser came forward only after Democrats learned of alleged incident: Ronan Farrow - ABC News,https://abcnews.go.com/GMA/News/2nd-kavanaugh-accuser-forward-senate-democrats-sought-ronan/story?id%3D58037833,,text,0.5658730747129881,12,0.4910289114732074,0.9005945180674217,0.6922310766432763,8,3
91,CBS/AP,"The less said, the better. That's the mantra of any nominee before the Senate, especially when the White House and Senate are in the same party's hands. The aim, after all, is to win confirmation, and in these partisan times, an ill-chosen phrase can be damag… [+6117 chars]","Judge Brett Kavanaugh stuck to the script during his testimony at the Senate Judiciary Committee but revealed a few things about himself, professionally and personally",2018-09-08T12:47:45Z,cbs-news,CBS News,What have we learned about Trump's choice for the high court?,https://www.cbsnews.com/news/brett-kavanaugh-what-weve-learned-confirmation-hearings-2018-09-08/,https://cbsnews2.cbsistatic.com/hub/i/r/2018/09/05/aa5ad192-ce78-4ce6-a630-f11a28e8020d/thumbnail/1200x630g2/43c3460e5a55ac2f1a57f12e09dca914/gettyimages-1027064682.jpg,text,0.8848314024627677,6,0.46821428599178316,0.9271942565184507,0.5636413536080068,6,1
92,CBS/AP,"Senate Minority leader Chuck Schumer, D-New York, said late Monday that the Senate had been given an additional 42,000 pages of documents about Brett Kavanaugh, the night before confirmation hearings are due to start. The White House said Friday that it would… [+1121 chars]",Brett Kavanaugh's confirmation hearing is set to start Tuesday,2018-09-04T00:35:37Z,cbs-news,CBS News,"Schumer: Senate given 42,000 pages of Kavanaugh documents",https://www.cbsnews.com/news/brett-kavanaugh-documents-chuck-schumer-says-senate-given-42000-today-2018-09-03/,https://cbsnews2.cbsistatic.com/hub/i/r/2018/07/10/3e85e599-1afd-48c0-a3a6-05327d384a22/thumbnail/1200x630g1/925a69bed69e9ccf116209ed834bcf8e/gettyimages-994988084.jpg,text,0.5108434741884296,2,0.8292575673824679,0.6010568524950456,0.9418119565891152,3,3
93,Telegraph Reporters,"A second woman has stepped forward with an accusation of sexual misconduct by Supreme Court nominee Brett Kavanaugh, this time during his college years at Yale University, the New Yorker reported Sunday. The magazine says Senate Democrats, who brought to ligh… [+629 chars]","A second woman has stepped forward with an accusation of sexual misconduct by Supreme Court nominee Brett Kavanaugh, this time during his college years at Yale University, the New Yorker reported Sunday.",2018-09-24T00:32:43Z,the-telegraph,The Telegraph,"Democrats investigating new sexual misconduct claim against Kavanaugh, New Yorker reports",https://www.telegraph.co.uk/news/2018/09/24/democrats-investigating-new-sexual-misconduct-claim-against/,https://www.telegraph.co.uk/content/dam/news/2018/09/24/TELEMMGLPICT000175446801-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg,text,0.6345431146523356,12,0.6898793318593395,0.2576680528004378,0.38165640096912257,4,3
94,Mairead McArdle,"Supreme Court nominee Judge Brett Kavanaugh at the Hart Senate Office Building in Washington, D.C., August 21, 2018. (Alex Wroblewski/Reuters) Supreme Court nominee Brett Kavanaugh’s confirmation hearing swiftly devolved into chaos Tuesday after congressional… [+2081 chars]","""We have not been given an opportunity to have a meaningful hearing on this nominee,"" said Kamala Harris.",2018-09-04T16:00:28Z,national-review,National Review,"Democrats Protest, Ask to Adjourn Kavanaugh Hearing",https://www.nationalreview.com/news/democrats-protest-ask-to-adjourn-kavanaugh-hearing/,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2018/08/brett-kavanaugh-senate-offices.jpg?fit=1200%2C700&ssl=1,text,0.848531212520293,14,0.39621621532490436,0.16378258360456588,0.7125210237852155,6,3
95,Mairead McArdle,"Capitol police remove a protester during the Senate Judiciary Committee confirmation hearing for Supreme Court nominee judge Brett Kavanaugh, September 4, 2018. (Joshua Roberts/Reuters) The first day of Judge Brett Kavanaugh’s confirmation hearing kicked off … [+2647 chars]",Rowdy protesters urged senators to vote against the Supreme Court nominee on the first day of confirmation hearings.,2018-09-04T21:32:52Z,national-review,National Review,Women’s March Wages War Against Kavanaugh Confirmation,https://www.nationalreview.com/news/womens-march-protesters-disrupt-kavanaugh-confirmation-hearings/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/kavanaugh-hearings-protester.jpg?fit=1200%2C700&ssl=1,text,0.601165313098329,5,0.42486674014803605,0.9762625740266161,0.027072053430896914,1,2
96,Recode Staff,Summer’s over! Welcome back from the U.S. Labor Day holiday — it’s about to get busy in the tech and media industries. Here are some of the stories we’ll be focusing on over the next weeks and months: The U.S. midterm elections are two months away on Nov. 6. … [+4981 chars],"Plus, Jack Dorsey and Sheryl Sandberg testify before Congress; brick-and-mortar retail still isn’t dead; forbidden Oreos.",2018-09-04T14:17:33Z,recode,Recode,Recode Daily: Summer’s over! These are the big stories we’re following.,https://www.recode.net/2018/9/4/17815818/dorsey-sandberg-testimony-house-twitter-kavanaugh-supreme-jd-richard-liu-china-wpp-retail-oreos,https://cdn.vox-cdn.com/thumbor/W1CgtmaeH2LdX9t6vxYrAkVoVA4=/0x57:3000x1628/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/12782915/471853124.jpg.jpg,text,0.3593062458955586,14,0.363520543430083,0.13549591735209343,0.8197934379661161,6,1
97,The Editors,"Supreme Court nominee Judge Brett Kavanaugh at his Senate Judiciary Committee confirmation hearing, September 4, 2018. (Chris Wattie/Reuters) B rett Kavanaugh acquitted himself ably in his confirmation hearings last week, which is surely one reason that Democ… [+6886 chars]","No, Kavanaugh did not commit perjury.",2018-09-10T22:20:09Z,national-review,National Review,The Kavanaugh Smear,https://www.nationalreview.com/2018/09/brett-kavanaugh-confirmation-perjury-claims-totally-baseless/,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2018/09/brett-kavanaugh-hearings-2.jpg?fit=1200%2C700&ssl=1,text,0.52332776336105,7,0.061080760530888734,0.17034636674128845,0.6468943823607841,3,2
98,Ben Riley-Smith,"D on McGahn, the White House counsel who reportedly spent 30 hours in interviews with figures in the Russia probe, is to leave in the autumn. Donald Trump, the US president, confirmed his departure in a tweet on Wednesday. There have been reports of tensions … [+312 chars]","Don McGahn, the White House counsel who reportedly spent 30 hours in interviews with figures in the Russia probe, is to leave in the autumn.",2018-08-29T14:44:40Z,the-telegraph,The Telegraph,Donald Trump says White House counsel Don McGahn to leave in the autumn,https://www.telegraph.co.uk/news/2018/08/29/donald-trump-says-white-house-counsel-don-mcgahn-leave-autumn/,https://www.telegraph.co.uk/content/dam/news/2018/08/19/TELEMMGLPICT000171969092-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg,text,0.005395959423766472,5,0.8578890824104325,0.7904250719067494,0.8548184443328478,5,1
99,Carrie Severino,"Today the White House confirmed that White House Counsel Don McGahn will be leaving his position shortly after the expected confirmation of Brett Kavanaugh to the Supreme Court. His tenure has been momentous. Most visibly, following the confirmation of Neil G… [+3255 chars]",Today the White House confirmed that White House Counsel Don McGahn will be leaving his position shortly after the expected confirmation of Brett Kavanaugh to the Supreme Court. His tenure has been…,2018-08-29T21:51:02Z,national-review,National Review,A White House Counsel for the Ages,https://www.nationalreview.com/bench-memos/a-white-house-counsel-for-the-ages/,https://s0.wp.com/i/blank.jpg,text,0.5127238444260602,16,0.6631150613999821,0.619197061960124,0.7050012970116157,3,2
100,,"Your usage has been flagged as a violation of our terms of service. For inquiries related to this message please contact support. For sales inquiries, please visit http://www.bloomberg.com/professional/request-demo If you believe this to be in error, please c… [+280 chars]",Bloomberg Democrats Poised to Grill Kavanaugh at Supreme Court Hearing Bloomberg Democrats spent the first day of Brett Kavanaugh's U.S. Supreme Court confirmation hearings criticizing Republicans. Now they will turn to the nominee himself. Kavanaugh closed o…,2018-09-05T08:15:39Z,bloomberg,Bloomberg,Democrats Poised to Grill Kavanaugh at Supreme Court Hearing - Bloomberg,https://www.bloomberg.com/tosv2.html?vid=&uuid=159156d0-b0f6-11e8-85e6-796dcb95fa70&url=L25ld3MvYXJ0aWNsZXMvMjAxOC0wOS0wNS9kZW1vY3JhdHMtcG9pc2VkLXRvLXF1ZXN0aW9uLWthdmFuYXVnaC1hcy1jb3VydC1oYW5ncy1pbi1iYWxhbmNl,,text,0.8888906632586618,3,0.16995852613898876,0.3962013353085847,0.7659308822830528,6,1
101,,"Your usage has been flagged as a violation of our terms of service. For inquiries related to this message please contact support. For sales inquiries, please visit http://www.bloomberg.com/professional/request-demo If you believe this to be in error, please c… [+280 chars]","Bloomberg Facing Long Odds on Kavanaugh, Democrats Make It All About Trump Bloomberg Facing an uphill battle to derail Donald Trump's second nominee to the U.S. Supreme Court, Senate Democrats fanned out on Sunday to cast Judge Brett Kavanaugh's confirmation …",2018-09-09T17:28:45Z,bloomberg,Bloomberg,"Facing Long Odds on Kavanaugh, Democrats Make It All About Trump - Bloomberg",https://www.bloomberg.com/tosv2.html?vid=&uuid=e72d0cb0-b476-11e8-b468-415ee68e1fed&url=L25ld3MvYXJ0aWNsZXMvMjAxOC0wOS0wOS9mYWNpbmctbG9uZy1vZGRzLW9uLWthdmFuYXVnaC1kZW1vY3JhdHMtbWFrZS1pdC1hbGwtYWJvdXQtdHJ1bXA=,,text,0.8840702214508637,13,0.9990675086846459,0.8553754251312816,0.5426537604862556,2,2
102,Melissa Korn,"Yale Law School professor Amy Chua denied allegations that she coached female students to dress in an “outgoing” fashion when interviewing for clerkship positions with Judge Brett Kavanaugh, now a nominee for the Supreme Court. “Everything that is being said … [+3168 chars]",Wall Street Journal Yale Law Professor Amy Chua Rejects Charge She Coached Female Students on How to Dress for Kavanaugh Wall Street Journal Yale Law School professor Amy Chua denied allegations that she coached female students to dress in an “outgoing” fashi…,2018-09-23T00:49:00Z,the-wall-street-journal,The Wall Street Journal,Yale Law Professor Amy Chua Rejects Charge She Coached Female Students on How to Dress for Kavanaugh - Wall Street Journal,https://www.wsj.com/articles/yale-law-professor-amy-chua-rejects-charge-she-coached-female-students-on-how-to-dress-for-kavanaugh-1537663769,https://images.wsj.net/im-27592/social,text,0.9953300692792988,4,0.17545149504324864,0.3899234740362263,0.9506358112164847,9,1
103,Alexander Mallin,"Speaking to supporters at a campaign rally in Montana on Thursday, President Trump went on the offensive against Democrats over what he described as ""sick"" attacks against his nominee for the Supreme Court, Judge Brett Kavanaugh. ""He’s doing really well,"" Tru… [+2777 chars]","President Trump accused Democrats of launching ""sick"" attacks against his Supreme Court nominee Judge Brett Kavanaugh.",2018-09-07T02:00:20Z,abc-news,ABC News,Trump attacks Democrats for 'sick' attacks against Judge Kavanaugh,https://abcnews.go.com/Politics/montana-rally-trump-attacks-democrats-sick-attacks-supreme/story?id=57658298,https://s.abcnews.com/images/US/donald-trump-ap-jpo-180906_hpMain_16x9_992.jpg,text,0.25421542129652497,14,0.18035548889743724,0.7919993562076123,0.11928181392549098,2,2
104,ALI ROGIN,"Despite efforts by most Senate Democrats to protest his nomination and delay his confirmation hearings, Judge Brett Kavanaugh is set to appear before the Senate Judiciary Committee Tuesday to make the case he belongs on the Supreme Court. Following his hearin… [+5966 chars]",Supreme Court nominee Judge Brett Kavanaugh is set to appear before the Senate Judiciary Tuesday for his confirmation hearing.,2018-09-02T13:14:28Z,abc-news,ABC News,"Despite Democrats' opposition, Kavanaugh hearings on track for Tuesday",https://abcnews.go.com/Politics/democrats-opposition-kavanaugh-hearings-track-tuesday/story?id=57501493,https://s.abcnews.com/images/Politics/kavanaugh-1-gty-er-180830_hpMain_16x9_992.jpg,text,0.32178733452241437,6,0.8435727371270656,0.3000287494216628,0.6132335835714642,5,2
105,Alex Pappas,"Senate Republicans on Friday extended a counteroffer to Christine Blasey Ford to testify on Capitol Hill next Wednesday, amid negotiations over whether Ford will elaborate on her allegations against Supreme Court nominee Brett Kavanaugh in public. Fox News wa… [+4358 chars]","Fox News Senate Republicans make counteroffer to Kavanaugh accuser for Wednesday hearing Fox News Senate Republicans on Friday extended a counteroffer to Christine Blasey Ford to testify on Capitol Hill next Wednesday, amid negotiations over whether Ford will…",2018-09-21T19:25:11Z,fox-news,Fox News,Senate Republicans make counteroffer to Kavanaugh accuser for Wednesday hearing - Fox News,http://www.foxnews.com/politics/2018/09/21/senate-republicans-make-counteroffer-to-kavanaugh-accuser-for-wednesday-hearing.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/09/21/0/0/694940094001_5838244723001_5838238692001-vs.jpg?ve=1,text,0.6433943440763286,9,0.7059937625031524,0.6936436339423114,0.2660992836283016,9,1
106,The Associated Press,"Interested in Supreme Court? Add Supreme Court as an interest to stay up to date on the latest Supreme Court news, video, and analysis from ABC News. It's sort of a coordinated dance, but the performers are an organized group of protesters and a dozen or so u… [+3664 chars]",The Senate confirmation hearings for Supreme Court nominee Brett Kavanaugh have become the target of a coordinated activist campaign to disrupt the proceedings,2018-09-05T19:30:25Z,abc-news,ABC News,"Shout, arrest, repeat: Inside the Kavanaugh hearing protests",https://abcnews.go.com/Politics/wireStory/shout-arrest-repeat-inside-kavanaugh-hearing-protests-57626651,https://s.abcnews.com/images/Politics/WireAP_d63d3f82a7824deb86ad8cb27de9d747_16x9_992.jpg,text,0.5309979814301322,16,0.008321731137414301,0.08269857989837437,0.12971844514782405,5,2
107,STEPHANIE EBBS,Protesters were removed from Judge Brett Kavanaugh's confirmation hearing for a second day on Wednesday as Senate Judiciary Committee Chairman Chuck Grassley accused Democrats of coordinating with protesters to disrupt the hearings. Interested in Supreme Cour… [+2511 chars],Protesters were removed from Judge Brett Kavanaugh's confirmation hearing for the second day on Wednesday morning.,2018-09-05T13:51:06Z,abc-news,ABC News,Protesters interrupt Kavanaugh confirmation hearing for second day,https://abcnews.go.com/Politics/protesters-interrupt-brett-kavanaugh-confirmation-hearing-day/story?id=57617263,https://s.abcnews.com/images/Politics/kavanaugh-hearing-gty-ps3-180904_hpMain_16x9_992.jpg,text,0.5265662024358688,12,0.5401214318548689,0.8864627308508778,0.8450615642425573,5,3
108,Fox News Insider,"Embattled Supreme Court nominee Judge Brett Kavanaugh is facing new accusations of sexual misconduct. The New Yorker magazine reported late Sunday that a Yale University classmate of Kavanaugh, Debbie Ramirez, claimed he exposed himself to her at a college pa… [+3590 chars]",Fox News Insider 'This Is All About Delay': Fox News Legal Experts Weigh In on New Kavanaugh Accusations Fox News Insider Embattled Supreme Court nominee Judge Brett Kavanaugh is facing new accusations of sexual misconduct. The New Yorker magazine reported la…,2018-09-24T14:06:16Z,fox-news,Fox News,'This Is All About Delay': Fox News Legal Experts Weigh In on New Kavanaugh Accusations - Fox News Insider,http://insider.foxnews.com/2018/09/24/new-brett-kavanaugh-accusation-mccarthy-levin-turley-supreme-court-battle-fox-friends,http://insider.foxnews.com/sites/insider.foxnews.com/files/styles/780/public/092418_kav.jpg?itok=roRouNxj,text,0.6573454562519918,6,0.5328017837274526,0.9263007863518953,0.8258925125080456,2,2
109,Stephen Sorace,"The controversy surrounding Brett Kavanaugh’s Supreme Court nomination was created by opponents who have become “desperate” to regain control of the courts, a member of President Trump's Cabinet said Friday. Ben Carson, secretary of Housing and Urban Developm… [+1416 chars]","Fox News Ben Carson defends Kavanaugh, says opponents 'desperate' to control courts Fox News The controversy surrounding Brett Kavanaugh's Supreme Court nomination was created by opponents who have become “desperate” to regain control of the courts, a member …",2018-09-22T05:36:42Z,fox-news,Fox News,"Ben Carson defends Kavanaugh, says opponents 'desperate' to control courts - Fox News",http://www.foxnews.com/politics/2018/09/22/ben-carson-defends-kavanaugh-says-opponents-desperate-to-control-courts.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/politics/2018/09/22/ben-carson-defends-kavanaugh-says-opponents-desperate-to-control-courts/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1537594438844.jpg?ve=1,text,0.2998492256076859,4,0.4192798905426647,0.692519032913615,0.4814070916204669,6,1
